user_id,name,rag_query_text,filter_metadata_json
user_0112,Mateusz Kowalski,"안녕하세요! 저는 Mateusz Kowalski입니다. 30대 남자고, 폴란드에서 왔어요. 이번엔 혼자 1명이서 여행 중이에요. 저는 음식 기다리는 건 괜찮고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 조금 힘들어서 안 먹고요, 채식주의자는 아니라서 고기도 잘 먹습니다. 특별히 피하는 재료는 없고, 오히려 소고기, 돼지고기, 감자, 양배추 같은 재료를 정말 좋아해요. 주로 양식 음식을 즐겨 먹는 편입니다.","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,돼지고기,감자,양배추"", ""suitable_for"": ""혼자"", ""food_category"": ""양식""}"
user_0391,Samuel Okoye,"안녕하세요! 저는 Samuel Okoye입니다. 저는 50대 남성이며, 나이지리아에서 왔어요. 이번엔 가족이랑 7명이서 함께 여행 중입니다. 가족들과 함께하는 여행이라 모두가 즐길 수 있는 한식을 찾아보고 있어요.

저희는 식사 예산은 중간 정도로 생각하고 있고, 음식이 좀 매워도 괜찮아요. 저는 채식주의자는 아니고, 특별히 피해야 하는 재료도 없어서 거의 모든 음식을 즐길 수 있습니다. 특히 닭고기, 해산물, 그리고 신선한 야채를 좋아해서 이런 재료가 들어간 메뉴를 선호해요.

참고로 저희 가족은 대기 시간이 길면 조금 힘들어서, 오래 기다려야 하는 곳은 피하고 싶어요. 한국의 다양한 한식 메뉴를 가족들과 함께 맛보고 싶은데, 저희 입맛과 상황에 잘 맞는 곳을 추천해주시면 정말 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0450,Chloe Martin,"안녕하세요! 저는 Chloe Martin입니다. 30대 호주 여자고요, 이번엔 연인과 둘이서 여행을 왔어요. 음식은 주로 양식을 좋아하고, 소고기랑 해산물, 야채를 특히 좋아하는 편이에요. 특별히 피해야 할 재료는 없고, 채식주의자는 아니에요. 맵게 먹는 건 조금 힘들어서 매운 음식은 피하는 편이에요. 예산은 중간 정도로 생각하고 있고, 웨이팅도 어느 정도는 괜찮아요. 혹시 저랑 비슷한 입맛이나 취향이 있다면, 좋은 음식점 추천도 언제든지 환영해요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""연인"", ""food_category"": ""양식""}"
user_0145,Tomáš Novák,"안녕하세요! 저는 Tomáš Novák입니다. 30대 남성이고, 체코에서 왔어요. 이번엔 친구들이랑 3명이서 여행 중이에요. 저는 음식을 기다리는 건 괜찮은 편이고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹고, 채식주의자도 아니에요. 특별히 피해야 하는 재료는 없고요. 오히려 소고기, 해산물, 감자, 빵 같은 재료를 정말 좋아해요. 주로 양식을 즐기는 편이라 그런 메뉴를 찾고 있답니다.","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,감자,빵"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0283,Emily Johnson,"안녕하세요! 저는 Emily Johnson입니다. 저는 10대 미국인 여자고요, 이번에는 가족이랑 3명이서 여행을 왔어요. 저희 가족은 새로운 음식도 도전하는 걸 좋아해서 식당을 고를 때 항상 기대가 돼요. 저는 매운 음식은 잘 못 먹어서 피하고, 채식주의자는 아니에요. 특별히 피해야 하는 재료도 없고, 치즈랑 닭고기, 감자를 정말 좋아해요! 그래서 양식 음식이 특히 입맛에 잘 맞더라고요. 예산은 중간 정도로 생각하고 있고, 웨이팅이 좀 있어도 괜찮아요. 앞으로도 맛있는 음식 많이 만나고 싶어요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""치즈,닭고기,감자"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0329,Lukas Schneider,"안녕하세요! 저는 Lukas Schneider입니다. 저는 10대 남자이고, 독일에서 왔어요. 이번엔 친구들이랑 다섯 명이서 여행을 오게 됐어요. 저희는 주로 양식을 선호하고, 저는 매운 음식은 잘 못 먹지만, 소고기랑 감자, 소시지를 정말 좋아해요. 특별히 피해야 하는 재료는 없고, 채식주의자는 아니에요. 예산은 중간 정도로 생각하고 있고, 기다릴 수 있는 여유도 있으니까 맛집 추천해주시면 좋을 것 같아요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,감자,소시지"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0094,Anna Kowalska,"안녕하세요! 저는 Anna Kowalska입니다. 저는 20대 폴란드에서 온 여자예요. 이번 여행은 혼자서 왔고, 그래서 1명이에요. 맛있는 음식을 먹는 걸 정말 좋아해서 여행 중에 다양한 곳을 찾아다니고 있어요. 저는 양식 음식을 선호하고, 매운 음식은 잘 못 먹어요. 채식주의자는 아니고, 특별히 피해야 할 재료도 없어요. 오히려 닭고기, 감자, 버섯이 들어간 요리를 정말 좋아해서 그런 메뉴를 보면 꼭 한 번 먹어보고 싶더라고요. 예산은 중간 정도로 생각하고 있어서 너무 비싼 집보다는 합리적인 가격대의 곳을 찾고 있고, 기다리는 건 괜찮으니 맛집이라면 줄도 설 수 있어요. 앞으로도 좋은 음식 많이 경험하고 싶네요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,감자,버섯"", ""suitable_for"": ""혼자"", ""food_category"": ""양식""}"
user_0352,Liam Smith,"안녕하세요! 저는 Liam Smith입니다. 저는 30대 남성이고, 영국에서 왔어요. 이번에는 연인과 둘이서 여행을 오게 되었답니다. 저희는 식사할 때 조금 기다릴 수 있는 편이고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹지만, 채식주의자는 아니에요. 특별히 피해야 하는 재료도 없어서 음식 선택이 자유로운 편이죠. 특히 소고기, 해산물, 야채를 정말 좋아해서 그런 재료가 들어간 음식을 선호해요. 양식도 즐겨 먹는 편이라 이번 여행에서도 다양한 양식 요리를 맛보고 싶어요. 잘 부탁드립니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""연인"", ""food_category"": ""양식""}"
user_0217,Minh Tran,"안녕하세요! 저는 Minh Tran입니다. 베트남에서 왔고, 40대 남자예요. 이번엔 가족이랑 4명이서 여행을 왔어요. 저희 가족은 동남아 음식을 좋아하고, 저도 해산물, 돼지고기, 야채가 들어간 요리를 특히 좋아해요. 저는 채식주의자는 아니고, 특별히 피해야 하는 재료도 없어서 음식 선택이 자유로운 편이에요. 매운 음식도 잘 먹는 편이라 어느 정도 매콤한 맛도 괜찮습니다. 예산은 중간 정도 생각하고 있어서 너무 비싼 음식은 부담스럽고, 적당한 가격대의 맛집을 찾고 싶어요. 그리고 대기 시간이 조금 있어도 괜찮으니, 맛있는 곳이라면 기다릴 수 있습니다. 잘 부탁드려요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,돼지고기,야채"", ""suitable_for"": ""가족"", ""food_category"": ""동남아""}"
user_0493,Chen Wei,"안녕하세요! 저는 Chen Wei입니다. 저는 40대 남성이고, 중국에서 왔어요. 이번엔 가족이랑 7명이서 여행을 왔는데, 다 같이 맛있는 음식을 즐기는 걸 정말 좋아해요. 예산은 중간 정도로 생각하고 있어서, 너무 비싼 곳보다는 적당한 가격대의 음식을 선호합니다. 매운 음식도 잘 먹는 편이라, 매콤한 메뉴는 언제든 환영이고요. 저는 채식주의자는 아니고, 특별히 피해야 하는 재료도 없어요. 오히려 소고기, 해산물, 그리고 야채를 특히 좋아하는 편이죠. 음식은 아무래도 중식을 제일 좋아해서, 가족들과 함께 중국 음식 맛보는 게 큰 즐거움이에요. 그리고 음식점에서 조금 기다리는 것도 괜찮으니까, 추천해주실 만한 곳이 있으면 언제든 말씀해 주세요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""중식""}"
user_0169,Nora Schneider,"안녕하세요! 저는 Nora Schneider입니다. 저는 30대 독일인 여성이고요, 이번에는 가족이랑 둘이서 여행을 왔어요. 저희는 식사할 때 예산은 중간 정도로 생각하고 있고, 기다리는 건 괜찮아요. 매운 음식은 조금 힘들어서 피하고 있고, 채식주의자는 아니에요. 특별히 피해야 할 재료는 없지만, 소고기랑 돼지고기, 감자, 그리고 각종 야채도 정말 좋아해요. 주로 양식 음식을 선호하는 편이라서 그런 메뉴를 찾고 있답니다. 저에 대해 궁금한 점이 있다면 언제든 물어보세요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,돼지고기,감자,야채"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0186,Anna Nowak,"안녕하세요! 저는 Anna Nowak입니다. 저는 30대 폴란드 여성이고요, 이번엔 친구들이랑 여섯 명이서 여행을 왔어요. 식사할 때는 조금 기다릴 수 있는 편이고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고요, 소고기랑 돼지고기, 감자, 양배추를 특히 좋아해요. 서양식 음식 카테고리를 선호해서 그런 메뉴를 찾고 있습니다.","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,돼지고기,감자,양배추"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0305,Linda Schmidt,"안녕하세요! 저는 Linda Schmidt입니다. 저는 60대 이상의 독일인 여성이고요, 이번에는 친구랑 둘이서 여행을 왔어요. 저희는 주로 양식을 즐기는데, 예산은 중간 정도로 생각하고 있습니다. 매운 음식은 잘 못 먹어서 피하고 있고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고, 오히려 돼지고기, 소고기, 감자, 소시지를 정말 좋아해요. 식당에서 오래 기다리는 건 별로라서 가능한 한 바로 식사할 수 있는 곳을 선호한답니다. 맛있는 음식을 기대하고 있어요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""돼지고기,소고기,감자,소시지"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0240,Emma Johansson,"안녕하세요! 저는 Emma Johansson입니다. 저는 30대 여성이고, 스웨덴에서 왔어요. 이번엔 가족이랑 4명이서 여행 중이에요. 저희는 양식을 좋아해서 주로 그런 음식점을 찾고 있고, 예산은 중간 정도로 생각하고 있어요. 저는 해산물, 야채, 닭고기를 특히 좋아하지만, 특별히 피해야 하는 재료는 없어요. 채식주의자는 아니고, 매운 음식은 잘 못 먹는 편이에요. 기다릴 수도 있으니까, 인기 있는 곳이어도 괜찮아요. 저와 제 가족에게 잘 맞는 맛있는 양식집을 추천해주시면 정말 좋겠어요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,야채,닭고기"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0485,Oscar Bergström,"안녕하세요! 저는 Oscar Bergström입니다. 올해로 60대가 넘은 남자고, 스웨덴에서 왔어요. 이번 여행은 혼자서 조용히 즐기고 있어서 저 혼자만의 시간을 보내고 있습니다. 저는 식사할 때 오래 기다리는 걸 그다지 좋아하지는 않아요. 예산은 조금 여유 있게 잡았기 때문에 맛있는 음식을 즐기고 싶어요. 맵거나 자극적인 음식은 잘 못 먹고, 채식주의자는 아니지만 따로 피하는 재료도 없어요. 해산물, 야채, 그리고 소고기를 특히 좋아해서 이런 재료가 들어간 양식 메뉴라면 언제든 환영입니다. 새로운 곳에서 저만의 미식 경험을 기대하고 있어요!","{""budget_range"": ""고"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,야채,소고기"", ""suitable_for"": ""혼자,조용한"", ""food_category"": ""양식""}"
user_0190,Maria Papadopoulos,"안녕하세요! 저는 Maria Papadopoulos입니다. 저는 50대 그리스 여성이고, 이번엔 연인과 둘이서 여행 중이에요. 음식이나 식당을 기다리는 건 괜찮고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료도 없고, 해산물, 올리브, 치즈, 야채를 정말 좋아해요. 평소엔 양식 음식을 즐겨 찾는답니다. 저에 대해 궁금한 점이 있다면 언제든 물어보세요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,올리브,치즈,야채"", ""suitable_for"": ""연인"", ""food_category"": ""양식""}"
user_0313,Haruto Sato,"안녕하세요! 저는 Haruto Sato입니다. 일본에서 온 10대 남학생이에요. 이번엔 가족이랑 4명이서 여행을 왔어요. 저희는 주로 가족끼리 함께 다니는 걸 좋아해서 이번 여행도 모두 같이 왔답니다.

음식은 일식을 제일 선호하고, 생선이나 닭고기, 야채 들어간 요리를 특히 좋아해요. 딱히 피하는 재료는 없고, 채식주의자는 아니에요. 맵고 자극적인 음식은 잘 못 먹어서 매운 건 조금 어려워요. 예산은 중간 정도로 생각하고 있고, 맛집이라면 조금 기다릴 수도 있어요. 저에 대해 궁금한 점 있으면 언제든 물어보세요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""생선,닭고기,야채"", ""suitable_for"": ""가족"", ""food_category"": ""일식""}"
user_0256,Isabella García,"안녕하세요! 저는 Isabella García입니다. 저는 10대 여자고, 스페인에서 왔어요. 이번엔 친구들이랑 5명이서 여행을 왔습니다. 저는 대기하는 것도 괜찮고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹어서 피하고 있고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고, 해산물이나 야채, 닭고기를 특히 좋아해요. 그리고 이번 여행에서는 일식 음식에 관심이 많아서 일식집을 찾아보고 있습니다. 저에 대해 궁금한 점이 있으면 언제든 물어보세요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,야채,닭고기"", ""suitable_for"": ""친구"", ""food_category"": ""일식""}"
user_0082,Amira El-Khatib,"안녕하세요! 저는 Amira El-Khatib입니다. 저는 20대 이집트 여성이고요, 이번엔 친구들이랑 4명이서 여행을 왔어요. 저희는 새로운 음식도 도전하는 걸 좋아해서, 식사할 때 조금 기다리는 건 괜찮아요. 예산은 중간 정도로 생각하고 있고, 저는 매운 음식도 잘 먹는 편이에요. 채식주의자는 아니지만, 돼지고기는 피하고 있어요. 대신 닭고기나 해산물, 그리고 야채를 정말 좋아해서 그런 메뉴가 있으면 더 좋을 것 같아요. 아무래도 중동 음식에 익숙하다 보니, 그런 스타일의 음식도 환영이에요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,해산물,야채"", ""suitable_for"": ""친구"", ""food_category"": ""N/A""}"
user_0128,Sofia Garcia,"안녕하세요! 저는 Sofia Garcia입니다. 저는 20대 여성이고 스페인에서 왔어요. 이번엔 연인이랑 둘이서 여행을 오게 됐습니다. 식사할 때는 조금 기다릴 수 있는 편이고, 예산은 중간 정도로 생각하고 있어요. 매운 음식도 괜찮아서 도전하는 걸 좋아하고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없어서 다양한 음식을 즐길 수 있고, 특히 해산물, 야채, 올리브, 닭고기를 좋아해요. 지중해식 음식을 선호해서 그런 메뉴를 찾고 있습니다. 이렇게 저에 대해 소개드려요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,야채,올리브,닭고기"", ""suitable_for"": ""연인"", ""food_category"": ""N/A""}"
user_0344,Oscar Martinez,"안녕하세요! 저는 Oscar Martinez입니다. 30대 남자고, 멕시코에서 왔어요. 이번엔 연인이랑 둘이서 여행을 하고 있는데요, 맛있는 음식도 많이 찾아다니고 있습니다. 예산은 중간 정도로 생각하고 있어서 부담 없이 다양한 곳을 즐기고 싶어요. 저는 매운 음식도 잘 먹고, 채식주의자는 아니에요. 특별히 피해야 하는 재료도 없어서 뭐든지 도전할 수 있답니다. 특히 소고기, 해산물, 그리고 신선한 야채를 정말 좋아해요. 중남미 음식에 관심이 많아서 그런 메뉴가 있다면 꼭 추천해주셨으면 좋겠어요. 기다리는 것도 괜찮으니까 맛집이라면 어디든 알려주세요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""연인"", ""food_category"": ""N/A""}"
